"exposureId","exposureName","outcomeId","outcomeName"
702865,"Meprobamate",1,"Hepatic failure"
19009145,"mequitazine",1,"Hepatic failure"
1436650,"mercaptopurine",1,"Hepatic failure"
1709170,"meropenem",1,"Hepatic failure"
968426,"mesalamine",1,"Hepatic failure"
1354698,"Mesna",1,"Hepatic failure"
780369,"metaxalone",1,"Hepatic failure"
19024227,"Methacholine",1,"Hepatic failure"
1103640,"Methadone",1,"Hepatic failure"
904250,"Methazolamide",1,"Hepatic failure"
904356,"Methenamine",1,"Hepatic failure"
1504620,"Methimazole",1,"Hepatic failure"
19004724,"Methionine",1,"Hepatic failure"
704943,"Methocarbamol",1,"Hepatic failure"
1305058,"Methotrexate",1,"Hepatic failure"
1158632,"Methscopolamine",1,"Hepatic failure"
909440,"methyl salicylate",1,"Hepatic failure"
1305447,"Methyldopa",1,"Hepatic failure"
905518,"Methylene blue",1,"Hepatic failure"
1305637,"Methylergonovine",1,"Hepatic failure"
909841,"methylnaltrexone",1,"Hepatic failure"
1506270,"Methylprednisolone",1,"Hepatic failure"
1506602,"Methyltestosterone",1,"Hepatic failure"
906780,"Metoclopramide",1,"Hepatic failure"
907013,"Metolazone",1,"Hepatic failure"
1307046,"Metoprolol",1,"Hepatic failure"
1707164,"Metronidazole",1,"Hepatic failure"
1307542,"Mexiletine",1,"Hepatic failure"
19018013,"micafungin",1,"Hepatic failure"
708298,"Midazolam",1,"Hepatic failure"
1308368,"Midodrine",1,"Hepatic failure"
1510202,"miglitol",1,"Hepatic failure"
19080226,"milnacipran",1,"Hepatic failure"
1368671,"Milrinone",1,"Hepatic failure"
1708880,"Minocycline",1,"Hepatic failure"
1309068,"Minoxidil",1,"Hepatic failure"
42873636,"mirabegron",1,"Hepatic failure"
725131,"Mirtazapine",1,"Hepatic failure"
1150871,"Misoprostol",1,"Hepatic failure"
1389036,"Mitomycin",1,"Hepatic failure"
1309188,"Mitoxantrone",1,"Hepatic failure"
710650,"modafinil",1,"Hepatic failure"
1310756,"moexipril",1,"Hepatic failure"
905233,"Mometasone",1,"Hepatic failure"
1154161,"montelukast",1,"Hepatic failure"
1110410,"Morphine",1,"Hepatic failure"
1716903,"moxifloxacin",1,"Hepatic failure"
951511,"Mupirocin",1,"Hepatic failure"
19003999,"mycophenolate mofetil",1,"Hepatic failure"
19012565,"Mycophenolic Acid",1,"Hepatic failure"
1113648,"nabumetone",1,"Hepatic failure"
36878831,"nadifloxacin",1,"Hepatic failure"
1313200,"Nadolol",1,"Hepatic failure"
1713930,"Nafcillin",1,"Hepatic failure"
914053,"naftifine",1,"Hepatic failure"
1114122,"Nalbuphine",1,"Hepatic failure"
45774613,"naloxegol",1,"Hepatic failure"
1114220,"Naloxone",1,"Hepatic failure"
914533,"Naphazoline",1,"Hepatic failure"
1115008,"Naproxen",1,"Hepatic failure"
1118117,"naratriptan",1,"Hepatic failure"
1502826,"nateglinide",1,"Hepatic failure"
1314577,"nebivolol",1,"Hepatic failure"
1114620,"Nedocromil",1,"Hepatic failure"
714684,"nefazodone",1,"Hepatic failure"
1715472,"Nelfinavir",1,"Hepatic failure"
915981,"Neomycin",1,"Hepatic failure"
717136,"Neostigmine",1,"Hepatic failure"
909795,"nepafenac",1,"Hepatic failure"
1769389,"Nevirapine",1,"Hepatic failure"
1517824,"Niacin",1,"Hepatic failure"
19018419,"Niacinamide",1,"Hepatic failure"
1318137,"Nicardipine",1,"Hepatic failure"
718583,"Nicotine",1,"Hepatic failure"
1318853,"Nifedipine",1,"Hepatic failure"
1319880,"Nisoldipine",1,"Hepatic failure"
1715315,"nitazoxanide",1,"Hepatic failure"
19020021,"Nitrazepam",1,"Hepatic failure"
920293,"Nitrofurantoin",1,"Hepatic failure"
1361711,"Nitroglycerin",1,"Hepatic failure"
950696,"Nizatidine",1,"Hepatic failure"
1518198,"norelgestromin",1,"Hepatic failure"
1321341,"Norepinephrine",1,"Hepatic failure"
1721543,"Norfloxacin",1,"Hepatic failure"
1515774,"norgestimate",1,"Hepatic failure"
1521592,"Norgestrel",1,"Hepatic failure"
721724,"Nortriptyline",1,"Hepatic failure"
922570,"Nystatin",1,"Hepatic failure"
1522957,"Octreotide",1,"Hepatic failure"
785788,"olanzapine",1,"Hepatic failure"
40226742,"olmesartan",1,"Hepatic failure"
45775116,"olodaterol",1,"Hepatic failure"
915855,"olopatadine",1,"Hepatic failure"
45892552,"ombitasvir",1,"Hepatic failure"
923645,"Omeprazole",1,"Hepatic failure"
1000560,"Ondansetron",1,"Hepatic failure"
741530,"orlistat",1,"Hepatic failure"
724394,"Orphenadrine",1,"Hepatic failure"
1799139,"Oseltamivir",1,"Hepatic failure"
36878777,"Oteracil",1,"Hepatic failure"
1724703,"Oxacillin",1,"Hepatic failure"
1318011,"oxaliplatin",1,"Hepatic failure"
1524769,"Oxandrolone",1,"Hepatic failure"
1118045,"oxaprozin",1,"Hepatic failure"
724816,"Oxazepam",1,"Hepatic failure"
718122,"oxcarbazepine",1,"Hepatic failure"
918222,"oxiconazole",1,"Hepatic failure"
1124957,"Oxycodone",1,"Hepatic failure"
925636,"Oxymetazoline",1,"Hepatic failure"
1125765,"Oxymorphone",1,"Hepatic failure"
925952,"Oxytetracycline",1,"Hepatic failure"
1326115,"Oxytocin",1,"Hepatic failure"
1378382,"Paclitaxel",1,"Hepatic failure"
45892075,"palbociclib",1,"Hepatic failure"
911354,"palonosetron",1,"Hepatic failure"
1511646,"pamidronate",1,"Hepatic failure"
19019317,"pantethine",1,"Hepatic failure"
40231459,"Panthenol",1,"Hepatic failure"
948078,"pantoprazole",1,"Hepatic failure"
19088079,"pantothenate",1,"Hepatic failure"
19026739,"Pantothenic Acid",1,"Hepatic failure"
1326901,"Papaverine",1,"Hepatic failure"
1517740,"paricalcitol",1,"Hepatic failure"
45892554,"paritaprevir",1,"Hepatic failure"
722031,"Paroxetine",1,"Hepatic failure"
40167554,"pazopanib",1,"Hepatic failure"
1304919,"pemetrexed",1,"Hepatic failure"
938362,"pemirolast",1,"Hepatic failure"
981654,"penciclovir",1,"Hepatic failure"
1728416,"Penicillin G",1,"Hepatic failure"
1729720,"Penicillin V",1,"Hepatic failure"
1730370,"Pentamidine",1,"Hepatic failure"
1130585,"Pentazocine",1,"Hepatic failure"
1331247,"Pentoxifylline",1,"Hepatic failure"
19071160,"Perflutren",1,"Hepatic failure"
1373225,"Perindopril",1,"Hepatic failure"
922868,"Permethrin",1,"Hepatic failure"
733008,"Perphenazine",1,"Hepatic failure"
933724,"Phenazopyridine",1,"Hepatic failure"
734275,"Phenobarbital",1,"Hepatic failure"
735340,"Phentermine",1,"Hepatic failure"
1335539,"Phentolamine",1,"Hepatic failure"
937712,"phenyl salicylate",1,"Hepatic failure"
19035577,"Phenylalanine",1,"Hepatic failure"
1135766,"Phenylephrine",1,"Hepatic failure"
1123904,"phenyltoloxamine",1,"Hepatic failure"
740910,"Phenytoin",1,"Hepatic failure"
793844,"pibrentasvir",1,"Hepatic failure"
945286,"Pilocarpine",1,"Hepatic failure"
915935,"Pimecrolimus",1,"Hepatic failure"
1345858,"Pindolol",1,"Hepatic failure"
1525215,"pioglitazone",1,"Hepatic failure"
1746114,"Piperacillin",1,"Hepatic failure"
1125449,"pirbuterol",1,"Hepatic failure"
19089269,"pirenoxine",1,"Hepatic failure"
1146810,"Piroxicam",1,"Hepatic failure"
40165636,"pitavastatin",1,"Hepatic failure"
947705,"podofilox",1,"Hepatic failure"
986417,"POLYETHYLENE GLYCOL 3350",1,"Hepatic failure"
948490,"Polyethylene Glycol 400",1,"Hepatic failure"
948582,"Polymyxin B",1,"Hepatic failure"
45775570,"polystyrene sulfonate",1,"Hepatic failure"
948856,"Polyvinyl Alcohol",1,"Hepatic failure"
43014237,"pomalidomide",1,"Hepatic failure"
1704139,"posaconazole",1,"Hepatic failure"
19027080,"potassium bicarbonate",1,"Hepatic failure"
19049105,"Potassium Chloride",1,"Hepatic failure"
976545,"potassium citrate",1,"Hepatic failure"
19049909,"Potassium Iodide",1,"Hepatic failure"
927322,"potassium nitrate",1,"Hepatic failure"
19027362,"potassium phosphate",1,"Hepatic failure"
19027475,"potassium sulfate",1,"Hepatic failure"
950056,"Povidone",1,"Hepatic failure"
720810,"Pramipexole",1,"Hepatic failure"
927478,"pramoxine",1,"Hepatic failure"
36256128,"pranoprofen",1,"Hepatic failure"
40163718,"prasugrel",1,"Hepatic failure"
1551860,"Pravastatin",1,"Hepatic failure"
1350489,"Prazosin",1,"Hepatic failure"
928110,"prednicarbate",1,"Hepatic failure"
1550557,"prednisolone",1,"Hepatic failure"
1551099,"Prednisone",1,"Hepatic failure"
734354,"pregabalin",1,"Hepatic failure"
951279,"Prilocaine",1,"Hepatic failure"
751347,"Primidone",1,"Hepatic failure"
1151422,"Probenecid",1,"Hepatic failure"
751698,"Procaine",1,"Hepatic failure"
19028950,"Procaterol",1,"Hepatic failure"
752061,"Prochlorperazine",1,"Hepatic failure"
1552310,"Progesterone",1,"Hepatic failure"
1792429,"Proguanil",1,"Hepatic failure"
19052736,"Proline",1,"Hepatic failure"
19052903,"Promazine",1,"Hepatic failure"
1153013,"Promethazine",1,"Hepatic failure"
1353256,"Propafenone",1,"Hepatic failure"
753626,"Propofol",1,"Hepatic failure"
1153664,"Propoxyphene",1,"Hepatic failure"
1353766,"Propranolol",1,"Hepatic failure"
929128,"Propylene glycol",1,"Hepatic failure"
1554072,"Propylthiouracil",1,"Hepatic failure"
1154332,"Pseudoephedrine",1,"Hepatic failure"
1759455,"Pyrazinamide",1,"Hepatic failure"
759740,"Pyridostigmine",1,"Hepatic failure"
19059817,"Pyridoxal",1,"Hepatic failure"
19005046,"pyridoxine",1,"Hepatic failure"
1159811,"Pyrilamine",1,"Hepatic failure"
766814,"quetiapine",1,"Hepatic failure"
1331235,"quinapril",1,"Hepatic failure"
1360421,"Quinidine",1,"Hepatic failure"
1760616,"Quinine",1,"Hepatic failure"
1513103,"Raloxifene",1,"Hepatic failure"
1712889,"raltegravir",1,"Hepatic failure"
781182,"ramelteon",1,"Hepatic failure"
1334456,"Ramipril",1,"Hepatic failure"
961047,"Ranitidine",1,"Hepatic failure"
1337107,"ranolazine",1,"Hepatic failure"
715710,"rasagiline",1,"Hepatic failure"
19090761,"regadenoson",1,"Hepatic failure"
42903460,"regorafenib",1,"Hepatic failure"
1516766,"repaglinide",1,"Hepatic failure"
991003,"retapamulin",1,"Hepatic failure"
1762711,"Ribavirin",1,"Hepatic failure"
19062817,"Riboflavin",1,"Hepatic failure"
1777417,"Rifabutin",1,"Hepatic failure"
1763204,"Rifampin",1,"Hepatic failure"
1735947,"rifaximin",1,"Hepatic failure"
1763339,"Rimantadine",1,"Hepatic failure"
1516800,"Risedronate",1,"Hepatic failure"
1748921,"Ritonavir",1,"Hepatic failure"
733523,"rivastigmine",1,"Hepatic failure"
1154077,"rizatriptan",1,"Hepatic failure"
19003953,"Rocuronium",1,"Hepatic failure"
40236897,"Roflumilast",1,"Hepatic failure"
713823,"ropinirole",1,"Hepatic failure"
1136487,"ropivacaine",1,"Hepatic failure"
1547504,"rosiglitazone",1,"Hepatic failure"
1510813,"rosuvastatin",1,"Hepatic failure"
786426,"Rotigotine",1,"Hepatic failure"
40244464,"ruxolitinib",1,"Hepatic failure"
46275719,"sacubitril",1,"Hepatic failure"
1164108,"salicylamide",1,"Hepatic failure"
964407,"Salicylic Acid",1,"Hepatic failure"
1137529,"salmeterol",1,"Hepatic failure"
1537655,"salmon calcitonin",1,"Hepatic failure"
1137460,"Salsalate",1,"Hepatic failure"
40166035,"saxagliptin",1,"Hepatic failure"
965748,"Scopolamine",1,"Hepatic failure"
766209,"Selegiline",1,"Hepatic failure"
938061,"selenium sulfide",1,"Hepatic failure"
793143,"semaglutide",1,"Hepatic failure"
19066774,"Serine",1,"Hepatic failure"
939134,"sertaconazole",1,"Hepatic failure"
739138,"Sertraline",1,"Hepatic failure"
952004,"sevelamer",1,"Hepatic failure"
19039298,"sevoflurane",1,"Hepatic failure"
1316262,"sildenafil",1,"Hepatic failure"
19012925,"silodosin",1,"Hepatic failure"
966956,"silver sulfadiazine",1,"Hepatic failure"
1539403,"Simvastatin",1,"Hepatic failure"
19067803,"Sincalide",1,"Hepatic failure"
19034726,"Sirolimus",1,"Hepatic failure"
1580747,"sitagliptin",1,"Hepatic failure"
19069003,"Sodium Acetate, Anhydrous",1,"Hepatic failure"
901318,"Sodium Ascorbate",1,"Hepatic failure"
939506,"Sodium Bicarbonate",1,"Hepatic failure"
967823,"Sodium Chloride",1,"Hepatic failure"
977968,"sodium citrate",1,"Hepatic failure"
19069022,"Sodium Fluoride",1,"Hepatic failure"
939871,"sodium phosphate",1,"Hepatic failure"
991710,"Sodium Phosphate, Dibasic",1,"Hepatic failure"
990499,"Sodium Phosphate, Monobasic",1,"Hepatic failure"
19078126,"Sodium polystyrene sulfonate",1,"Hepatic failure"
939976,"sodium sulfate",1,"Hepatic failure"
940004,"sodium thiosulfate",1,"Hepatic failure"
44785094,"sofosbuvir",1,"Hepatic failure"
916005,"Solifenacin",1,"Hepatic failure"
1363387,"sorafenib",1,"Hepatic failure"
970011,"Sorbitol",1,"Hepatic failure"
1370109,"Sotalol",1,"Hepatic failure"
970250,"Spironolactone",1,"Hepatic failure"
1036094,"Stannous Fluoride",1,"Hepatic failure"
1781406,"Stavudine",1,"Hepatic failure"
1340532,"Succinic Acid",1,"Hepatic failure"
836208,"Succinylcholine",1,"Hepatic failure"
44785066,"sucroferric oxyhydroxide",1,"Hepatic failure"
35604506,"Sugammadex",1,"Hepatic failure"
1836241,"Sulbactam",1,"Hepatic failure"
940535,"sulconazole",1,"Hepatic failure"
1036252,"Sulfacetamide",1,"Hepatic failure"
1836391,"Sulfadiazine",1,"Hepatic failure"
1836430,"Sulfamethoxazole",1,"Hepatic failure"
964339,"Sulfasalazine",1,"Hepatic failure"
1036525,"Sulfur",1,"Hepatic failure"
45892833,"Sulfur Hexafluoride",1,"Hepatic failure"
1236607,"Sulindac",1,"Hepatic failure"
19136626,"Sulpiride",1,"Hepatic failure"
1140643,"Sumatriptan",1,"Hepatic failure"
1336539,"sunitinib",1,"Hepatic failure"
45775760,"suvorexant",1,"Hepatic failure"
1336926,"tadalafil",1,"Hepatic failure"
1436678,"Tamoxifen",1,"Hepatic failure"
924566,"tamsulosin",1,"Hepatic failure"
45776537,"tavaborole",1,"Hepatic failure"
947416,"tazarotene",1,"Hepatic failure"
1741122,"tazobactam",1,"Hepatic failure"
19056756,"Tegafur",1,"Hepatic failure"
916943,"tegaserod",1,"Hepatic failure"
1702911,"telithromycin",1,"Hepatic failure"
1317640,"telmisartan",1,"Hepatic failure"
836715,"Temazepam",1,"Hepatic failure"
1341149,"temozolomide",1,"Hepatic failure"
35605546,"tenofovir alafenamide",1,"Hepatic failure"
1341238,"Terazosin",1,"Hepatic failure"
1741309,"terbinafine",1,"Hepatic failure"
1236744,"Terbutaline",1,"Hepatic failure"
1521987,"Teriparatide",1,"Hepatic failure"
1636780,"Testosterone",1,"Hepatic failure"
1036884,"Tetracaine",1,"Hepatic failure"
1836948,"Tetracycline",1,"Hepatic failure"
19137042,"Thalidomide",1,"Hepatic failure"
1237049,"Theophylline",1,"Hepatic failure"
19137312,"Thiamine",1,"Hepatic failure"
1437379,"Thioguanine",1,"Hepatic failure"
700299,"Thioridazine",1,"Hepatic failure"
700465,"Thiothixene",1,"Hepatic failure"
992153,"THONZONIUM",1,"Hepatic failure"
19000537,"Threonine",1,"Hepatic failure"
1300673,"Thrombin",1,"Hepatic failure"
715458,"tiagabine",1,"Hepatic failure"
40241186,"Ticagrelor",1,"Hepatic failure"
1302398,"Ticlopidine",1,"Hepatic failure"
1742432,"tigecycline",1,"Hepatic failure"
902427,"Timolol",1,"Hepatic failure"
1702559,"Tinidazole",1,"Hepatic failure"
1106776,"tiotropium",1,"Hepatic failure"
35602757,"tipiracil",1,"Hepatic failure"
778474,"tizanidine",1,"Hepatic failure"
902722,"Tobramycin",1,"Hepatic failure"
42904205,"tofacitinib",1,"Hepatic failure"
1502809,"Tolazamide",1,"Hepatic failure"
913782,"tolterodine",1,"Hepatic failure"
19036797,"tolvaptan",1,"Hepatic failure"
1378509,"Topotecan",1,"Hepatic failure"
942350,"torsemide",1,"Hepatic failure"
19042445,"tramazoline",1,"Hepatic failure"
1342439,"trandolapril",1,"Hepatic failure"
1303425,"Tranexamic Acid",1,"Hepatic failure"
19120306,"tranilast",1,"Hepatic failure"
904501,"travoprost",1,"Hepatic failure"
703547,"Trazodone",1,"Hepatic failure"
1327256,"Treprostinil",1,"Hepatic failure"
903963,"Triamcinolone",1,"Hepatic failure"
904542,"Triamterene",1,"Hepatic failure"
704599,"Triazolam",1,"Hepatic failure"
742594,"trichloroacetaldehyde",1,"Hepatic failure"
704984,"Trifluoperazine",1,"Hepatic failure"
905078,"Trifluridine",1,"Hepatic failure"
705178,"Trihexyphenidyl",1,"Hepatic failure"
19005512,"Trimebutine",1,"Hepatic failure"
942799,"trimethobenzamide",1,"Hepatic failure"
1705674,"Trimethoprim",1,"Hepatic failure"
1343039,"Triptorelin",1,"Hepatic failure"
906072,"Tropicamide",1,"Hepatic failure"
991825,"Trospium",1,"Hepatic failure"
906149,"TRYPSIN",1,"Hepatic failure"
19006186,"Tryptophan",1,"Hepatic failure"
19043191,"tulobuterol",1,"Hepatic failure"
943191,"tyloxapol",1,"Hepatic failure"
19006692,"Tyrosine",1,"Hepatic failure"
44785907,"umeclidinium",1,"Hepatic failure"
906914,"Urea",1,"Hepatic failure"
988095,"Ursodeoxycholate",1,"Hepatic failure"
1717704,"valacyclovir",1,"Hepatic failure"
1703063,"valganciclovir",1,"Hepatic failure"
19007572,"Valine",1,"Hepatic failure"
745466,"Valproate",1,"Hepatic failure"
1308842,"valsartan",1,"Hepatic failure"
1707687,"Vancomycin",1,"Hepatic failure"
1311276,"vardenafil",1,"Hepatic failure"
780442,"varenicline",1,"Hepatic failure"
36249204,"velpatasvir",1,"Hepatic failure"
743670,"venlafaxine",1,"Hepatic failure"
1307863,"Verapamil",1,"Hepatic failure"
912803,"Verteporfin",1,"Hepatic failure"
908126,"Vidarabine",1,"Hepatic failure"
43532539,"vilanterol",1,"Hepatic failure"
40234834,"vilazodone",1,"Hepatic failure"
19008264,"Vinblastine",1,"Hepatic failure"
1308290,"Vincristine",1,"Hepatic failure"
1343346,"vinorelbine",1,"Hepatic failure"
19008339,"Vitamin A",1,"Hepatic failure"
1308738,"Vitamin B 12",1,"Hepatic failure"
1353228,"Vitamin B6",1,"Hepatic failure"
19009405,"Vitamin D",1,"Hepatic failure"
19009540,"Vitamin E",1,"Hepatic failure"
19044727,"Vitamin K 1",1,"Hepatic failure"
1714277,"voriconazole",1,"Hepatic failure"
44507700,"vortioxetine",1,"Hepatic failure"
1310149,"Warfarin",1,"Hepatic failure"
19010309,"Water",1,"Hepatic failure"
1111706,"zafirlukast",1,"Hepatic failure"
720727,"zaleplon",1,"Hepatic failure"
1708748,"Zanamivir",1,"Hepatic failure"
1710612,"Zidovudine",1,"Hepatic failure"
979096,"Zinc Acetate",1,"Hepatic failure"
911064,"Zinc Oxide",1,"Hepatic failure"
19044522,"Zinc Sulfate",1,"Hepatic failure"
712615,"ziprasidone",1,"Hepatic failure"
1524674,"zoledronic acid",1,"Hepatic failure"
1116031,"zolmitriptan",1,"Hepatic failure"
744740,"zolpidem",1,"Hepatic failure"
744798,"zonisamide",1,"Hepatic failure"
19044883,"zopiclone",1,"Hepatic failure"
19077143,"17-alpha-Hydroxyprogesterone",2,"Cardiac arrhythmia"
19087067,"4-Aminobenzoate",2,"Cardiac arrhythmia"
920064,"4-cresyl acetate",2,"Cardiac arrhythmia"
1369939,"6-Aminocaproic Acid",2,"Cardiac arrhythmia"
1736971,"abacavir",2,"Cardiac arrhythmia"
1594148,"abaloparatide",2,"Cardiac arrhythmia"
792649,"abemaciclib",2,"Cardiac arrhythmia"
19043959,"acamprosate",2,"Cardiac arrhythmia"
1529331,"Acarbose",2,"Cardiac arrhythmia"
1319998,"Acebutolol",2,"Cardiac arrhythmia"
19029398,"acemetacin",2,"Cardiac arrhythmia"
929435,"Acetazolamide",2,"Cardiac arrhythmia"
929549,"Acetic Acid",2,"Cardiac arrhythmia"
19037624,"Acetylcholine",2,"Cardiac arrhythmia"
1139042,"Acetylcysteine",2,"Cardiac arrhythmia"
929638,"Acitretin",2,"Cardiac arrhythmia"
42873639,"aclidinium",2,"Cardiac arrhythmia"
1140123,"acrivastine",2,"Cardiac arrhythmia"
1701928,"Activated Charcoal",2,"Cardiac arrhythmia"
1703687,"Acyclovir",2,"Cardiac arrhythmia"
981774,"adapalene",2,"Cardiac arrhythmia"
1729323,"adefovir",2,"Cardiac arrhythmia"
1309204,"Adenosine",2,"Cardiac arrhythmia"
43533090,"Afatinib",2,"Cardiac arrhythmia"
19052489,"Alanine",2,"Cardiac arrhythmia"
19018154,"alatrofloxacin",2,"Cardiac arrhythmia"
1753745,"Albendazole",2,"Cardiac arrhythmia"
44816332,"albiglutide",2,"Cardiac arrhythmia"
1154343,"Albuterol",2,"Cardiac arrhythmia"
40224159,"alcaftadine",2,"Cardiac arrhythmia"
905151,"Alclometasone",2,"Cardiac arrhythmia"
35604657,"alectinib",2,"Cardiac arrhythmia"
1557272,"Alendronate",2,"Cardiac arrhythmia"
19014202,"Alfacalcidol",2,"Cardiac arrhythmia"
930021,"alfuzosin",2,"Cardiac arrhythmia"
43013872,"alginate",2,"Cardiac arrhythmia"
1317967,"aliskiren",2,"Cardiac arrhythmia"
1167322,"Allopurinol",2,"Cardiac arrhythmia"
43013884,"alogliptin",2,"Cardiac arrhythmia"
948555,"alosetron",2,"Cardiac arrhythmia"
19056802,"alpha Tocopherol",2,"Cardiac arrhythmia"
781039,"Alprazolam",2,"Cardiac arrhythmia"
1381504,"Alprostadil",2,"Cardiac arrhythmia"
957393,"aluminum chloride",2,"Cardiac arrhythmia"
985247,"Aluminum Hydroxide",2,"Cardiac arrhythmia"
19087090,"Amantadine",2,"Cardiac arrhythmia"
1337068,"ambrisentan",2,"Cardiac arrhythmia"
19088167,"Ambroxol",2,"Cardiac arrhythmia"
930747,"amcinonide",2,"Cardiac arrhythmia"
1350040,"Amifostine",2,"Cardiac arrhythmia"
1790868,"Amikacin",2,"Cardiac arrhythmia"
991382,"Amiloride",2,"Cardiac arrhythmia"
924120,"Aminolevulinate",2,"Cardiac arrhythmia"
904351,"Aminolevulinic Acid",2,"Cardiac arrhythmia"
1105775,"Aminophylline",2,"Cardiac arrhythmia"
1309944,"Amiodarone",2,"Cardiac arrhythmia"
710062,"Amitriptyline",2,"Cardiac arrhythmia"
957623,"amlexanox",2,"Cardiac arrhythmia"
1332418,"Amlodipine",2,"Cardiac arrhythmia"
42903613,"ammonium bromide",2,"Cardiac arrhythmia"
712757,"Amobarbital",2,"Cardiac arrhythmia"
19032619,"Amorolfine",2,"Cardiac arrhythmia"
713109,"Amoxapine",2,"Cardiac arrhythmia"
1713332,"Amoxicillin",2,"Cardiac arrhythmia"
714785,"Amphetamine",2,"Cardiac arrhythmia"
1717240,"Amphotericin B",2,"Cardiac arrhythmia"
19056402,"amphotericin B liposomal",2,"Cardiac arrhythmia"
1717327,"Ampicillin",2,"Cardiac arrhythmia"
1381253,"anagrelide",2,"Cardiac arrhythmia"
1114375,"anakinra",2,"Cardiac arrhythmia"
1348265,"anastrozole",2,"Cardiac arrhythmia"
19026450,"anidulafungin",2,"Cardiac arrhythmia"
952538,"Anthralin",2,"Cardiac arrhythmia"
1036059,"Antipyrine",2,"Cardiac arrhythmia"
43013024,"apixaban",2,"Cardiac arrhythmia"
837027,"Apomorphine",2,"Cardiac arrhythmia"
919986,"apraclonidine",2,"Cardiac arrhythmia"
44816294,"apremilast",2,"Cardiac arrhythmia"
936748,"aprepitant",2,"Cardiac arrhythmia"
19006969,"Aprindine",2,"Cardiac arrhythmia"
19000729,"Aprotinin",2,"Cardiac arrhythmia"
1111220,"arformoterol",2,"Cardiac arrhythmia"
1322207,"argatroban",2,"Cardiac arrhythmia"
19006410,"Arginine",2,"Cardiac arrhythmia"
757688,"aripiprazole",2,"Cardiac arrhythmia"
35602825,"aripiprazole lauroxil",2,"Cardiac arrhythmia"
19090984,"armodafinil",2,"Cardiac arrhythmia"
19010961,"Arsenic",2,"Cardiac arrhythmia"
19033634,"artemether",2,"Cardiac arrhythmia"
19011773,"Ascorbic Acid",2,"Cardiac arrhythmia"
40164052,"Asenapine",2,"Cardiac arrhythmia"
19052059,"Aspartate",2,"Cardiac arrhythmia"
1112807,"Aspirin",2,"Cardiac arrhythmia"
1727223,"Atazanavir",2,"Cardiac arrhythmia"
1314002,"Atenolol",2,"Cardiac arrhythmia"
742185,"atomoxetine",2,"Cardiac arrhythmia"
1545958,"atorvastatin",2,"Cardiac arrhythmia"
1781733,"Atovaquone",2,"Cardiac arrhythmia"
914335,"Atropine",2,"Cardiac arrhythmia"
1114771,"Auranofin",2,"Cardiac arrhythmia"
1163570,"Aurothioglucose",2,"Cardiac arrhythmia"
1152134,"Aurothiomalate",2,"Cardiac arrhythmia"
42800040,"avanafil",2,"Cardiac arrhythmia"
46221507,"avibactam",2,"Cardiac arrhythmia"
42709322,"axitinib",2,"Cardiac arrhythmia"
1314865,"Azacitidine",2,"Cardiac arrhythmia"
19014878,"Azathioprine",2,"Cardiac arrhythmia"
934075,"azelastine",2,"Cardiac arrhythmia"
986790,"Azelate",2,"Cardiac arrhythmia"
40235485,"azilsartan",2,"Cardiac arrhythmia"
1734104,"Azithromycin",2,"Cardiac arrhythmia"
19018517,"azosemide",2,"Cardiac arrhythmia"
1715117,"Aztreonam",2,"Cardiac arrhythmia"
1734205,"bacampicillin",2,"Cardiac arrhythmia"
915175,"Bacitracin",2,"Cardiac arrhythmia"
715233,"Baclofen",2,"Cardiac arrhythmia"
44506770,"baicalin",2,"Cardiac arrhythmia"
35201105,"Baloxavir marboxil",2,"Cardiac arrhythmia"
934262,"balsalazide",2,"Cardiac arrhythmia"
42900344,"barium chloride",2,"Cardiac arrhythmia"
19011331,"Barium Sulfate",2,"Cardiac arrhythmia"
44506794,"bazedoxifene",2,"Cardiac arrhythmia"
1115572,"Beclomethasone",2,"Cardiac arrhythmia"
1335471,"benazepril",2,"Cardiac arrhythmia"
1316354,"Bendroflumethiazide",2,"Cardiac arrhythmia"
935529,"Benoxinate",2,"Cardiac arrhythmia"
19056541,"benproperine",2,"Cardiac arrhythmia"
19016754,"Benzbromarone",2,"Cardiac arrhythmia"
916802,"Benzethonium",2,"Cardiac arrhythmia"
711452,"Benzoate",2,"Cardiac arrhythmia"
917006,"Benzocaine",2,"Cardiac arrhythmia"
1136601,"benzonatate",2,"Cardiac arrhythmia"
918172,"Benzoyl Peroxide",2,"Cardiac arrhythmia"
719128,"Benzphetamine",2,"Cardiac arrhythmia"
719174,"Benztropine",2,"Cardiac arrhythmia"
919681,"Benzyl Alcohol",2,"Cardiac arrhythmia"
40166571,"bepotastine",2,"Cardiac arrhythmia"
1319751,"Bepridil",2,"Cardiac arrhythmia"
19012197,"Berberine",2,"Cardiac arrhythmia"
40161662,"besifloxacin",2,"Cardiac arrhythmia"
19037223,"Beta Carotene",2,"Cardiac arrhythmia"
19020124,"BETAHISTINE",2,"Cardiac arrhythmia"
920458,"Betamethasone",2,"Cardiac arrhythmia"
1322081,"Betaxolol",2,"Cardiac arrhythmia"
937439,"Bethanechol",2,"Cardiac arrhythmia"
1389888,"bexarotene",2,"Cardiac arrhythmia"
19022956,"Bezafibrate",2,"Cardiac arrhythmia"
1344381,"bicalutamide",2,"Cardiac arrhythmia"
964008,"bictegravir",2,"Cardiac arrhythmia"
