"group","exposureId","exposureName","outcomeId","outcomeName"
"Antivirals",96,"Ritonavir",194993,"Intestinal malabsorption"
"Antivirals",96,"Ritonavir",135214,"Polycythemia vera"
"Antivirals",96,"Ritonavir",45772671,"Nodular prostate without urinary obstruction"
"Antivirals",96,"Ritonavir",443585,"Abrasion and/or friction burn of multiple sites"
"Antivirals",96,"Ritonavir",444428,"Nonvenomous insect bite without infection"
"Antivirals",96,"Ritonavir",4141640,"Perimenopausal disorder"
"Antivirals",96,"Ritonavir",439935,"Abnormal posture"
"Antivirals",96,"Ritonavir",79917,"Acquired deformity of toe"
"Antivirals",96,"Ritonavir",439795,"Minimal cognitive impairment"
"Antivirals",96,"Ritonavir",375292,"Perforation of tympanic membrane"
"Antivirals",96,"Ritonavir",4058388,"Hypertrophic scar"
"Antivirals",96,"Ritonavir",76153,"Low compliance bladder"
"Antivirals",96,"Ritonavir",436155,"Redundant prepuce and phimosis"
"DMARDs",104,"Baricitinib",378256,"Abnormal reflex"
"DMARDs",104,"Baricitinib",321689,"Apnea"
"DMARDs",104,"Baricitinib",78200,"Benign mammary dysplasia"
"DMARDs",104,"Baricitinib",4195873,"Breath smells unpleasant"
"DMARDs",104,"Baricitinib",443792,"Calculus of bile duct"
"DMARDs",104,"Baricitinib",434327,"Cannabis abuse"
"DMARDs",104,"Baricitinib",197318,"Cholesterolosis of gallbladder"
"DMARDs",104,"Baricitinib",432303,"Cocaine abuse"
"DMARDs",104,"Baricitinib",439125,"Complete trisomy 21 syndrome"
"DMARDs",104,"Baricitinib",433270,"Cord entanglement without compression"
"DMARDs",104,"Baricitinib",4311591,"Cramp in limb"
"DMARDs",104,"Baricitinib",441267,"Cystic fibrosis"
"DMARDs",104,"Baricitinib",436233,"Delayed milestone"
"DMARDs",104,"Baricitinib",40486120,"Delay in physiological development"
"DMARDs",104,"Baricitinib",4114472,"Ear problem"
"DMARDs",104,"Baricitinib",439791,"Emotional upset"
"DMARDs",104,"Baricitinib",433527,"Endometriosis"
"DMARDs",104,"Baricitinib",374801,"Foreign body in ear"
"DMARDs",104,"Baricitinib",259995,"Foreign body in orifice"
"DMARDs",104,"Baricitinib",196456,"Gallstone"
"DMARDs",104,"Baricitinib",4166231,"Genetic predisposition"
"DMARDs",104,"Baricitinib",434164,"Glycosuria"
"DMARDs",104,"Baricitinib",4163735,"Hemochromatosis"
"DMARDs",104,"Baricitinib",439871,"Hemospermia"
"DMARDs",104,"Baricitinib",4012570,"High risk sexual behavior"
"DMARDs",104,"Baricitinib",4058388,"Hypertrophic scar"
"DMARDs",104,"Baricitinib",435522,"Hypervitaminosis D"
"DMARDs",104,"Baricitinib",443236,"Hypnotic or anxiolytic dependence"
"DMARDs",104,"Baricitinib",4098604,"Hypomagnesemia"
"DMARDs",104,"Baricitinib",435371,"Hypothermia"
"DMARDs",104,"Baricitinib",443447,"Iatrogenic hypotension"
"DMARDs",104,"Baricitinib",374375,"Impacted cerumen"
"DMARDs",104,"Baricitinib",4344500,"Impingement syndrome of shoulder region"
"DMARDs",104,"Baricitinib",440382,"Learning difficulties"
"DMARDs",104,"Baricitinib",435516,"Lipoprotein deficiency disorder"
"DMARDs",104,"Baricitinib",438808,"Mammary duct ectasia"
"DMARDs",104,"Baricitinib",443585,"Abrasion and/or friction burn of multiple sites"
"DMARDs",104,"Baricitinib",4092879,"Absent kidney"
"DMARDs",104,"Baricitinib",44783954,"Acid reflux"
"DMARDs",104,"Baricitinib",433753,"Alcohol abuse"
"DMARDs",104,"Baricitinib",4155909,"Anesthesia of skin"
"DMARDs",104,"Baricitinib",438130,"Opioid abuse"
"DMARDs",104,"Baricitinib",378160,"Otorrhea"
"DMARDs",104,"Baricitinib",313601,"Oxygen supply absent"
"DMARDs",104,"Baricitinib",44782778,"Pain disorder with psychological factor"
"DMARDs",104,"Baricitinib",4091513,"Passing flatus"
"DMARDs",104,"Baricitinib",4022076,"Patient dependence on care provider"
"DMARDs",104,"Baricitinib",439971,"Poisoning by anticoagulant"
"DMARDs",104,"Baricitinib",441191,"Poisoning due to arthropod venom"
"DMARDs",104,"Baricitinib",4295261,"Postmenopausal state"
"DMARDs",104,"Baricitinib",198715,"Premature menopause"
"DMARDs",104,"Baricitinib",439081,"Premenstrual tension syndrome"
"DMARDs",104,"Baricitinib",46286594,"Problem related to lifestyle"
"DMARDs",104,"Baricitinib",199876,"Prolapse of female genital organs"
"DMARDs",104,"Baricitinib",4049367,"Psychologic conversion disorder"
"DMARDs",104,"Baricitinib",440068,"Psychosexual dysfunction"
"DMARDs",104,"Baricitinib",436246,"Reduced libido"
"DMARDs",104,"Baricitinib",73754,"Restless legs"
"DMARDs",104,"Baricitinib",4168212,"Restlessness and agitation"
"DMARDs",104,"Baricitinib",80811,"Rupture of extensor tendons of hand AND/OR wrist"
"DMARDs",104,"Baricitinib",81943,"Rupture of flexor tendons of hand AND/OR wrist"
"DMARDs",104,"Baricitinib",138821,"Seborrhea"
"DMARDs",104,"Baricitinib",4198492,"Shoulder joint unstable"
"DMARDs",104,"Baricitinib",25518,"Sickle cell trait"
"DMARDs",104,"Baricitinib",4176908,"Snapping thumb syndrome"
"DMARDs",104,"Baricitinib",4248728,"Snoring"
"DMARDs",104,"Baricitinib",138278,"Sprains and strains of joints and adjacent muscles"
"DMARDs",104,"Baricitinib",4008710,"Stenosis due to any device, implant AND/OR graft"
"DMARDs",104,"Baricitinib",40479573,"Stimulant abuse"
"DMARDs",104,"Baricitinib",40483172,"Stimulant dependence"
"DMARDs",104,"Baricitinib",440233,"Strain of supraspinatus muscle AND/OR tendon"
"DMARDs",104,"Baricitinib",4194160,"Thyroid function tests abnormal"
"DMARDs",104,"Baricitinib",4216708,"Urgent desire for stool"
"DMARDs",104,"Baricitinib",79873,"Urolith"
"DMARDs",104,"Baricitinib",4275889,"Visual hallucinations"
"DMARDs",104,"Baricitinib",4193634,"Worried"
"DMARDs",104,"Baricitinib",439082,"Menopausal syndrome"
"DMARDs",104,"Baricitinib",441553,"Myoclonus"
"DMARDs",104,"Baricitinib",4119307,"Neurogenic claudication"
"DMARDs",104,"Baricitinib",4209423,"Nicotine dependence"
"DMARDs",104,"Baricitinib",40304526,"Nocturia"
"DMARDs",103,"Sarilumab",378256,"Abnormal reflex"
"DMARDs",103,"Sarilumab",321689,"Apnea"
"DMARDs",103,"Sarilumab",78200,"Benign mammary dysplasia"
"DMARDs",103,"Sarilumab",4195873,"Breath smells unpleasant"
"DMARDs",103,"Sarilumab",443792,"Calculus of bile duct"
"DMARDs",103,"Sarilumab",434327,"Cannabis abuse"
"DMARDs",103,"Sarilumab",197318,"Cholesterolosis of gallbladder"
"DMARDs",103,"Sarilumab",432303,"Cocaine abuse"
"DMARDs",103,"Sarilumab",439125,"Complete trisomy 21 syndrome"
"DMARDs",103,"Sarilumab",433270,"Cord entanglement without compression"
"DMARDs",103,"Sarilumab",4311591,"Cramp in limb"
"DMARDs",103,"Sarilumab",441267,"Cystic fibrosis"
"DMARDs",103,"Sarilumab",436233,"Delayed milestone"
"DMARDs",103,"Sarilumab",40486120,"Delay in physiological development"
"DMARDs",103,"Sarilumab",4114472,"Ear problem"
"DMARDs",103,"Sarilumab",439791,"Emotional upset"
"DMARDs",103,"Sarilumab",433527,"Endometriosis"
"DMARDs",103,"Sarilumab",374801,"Foreign body in ear"
"DMARDs",103,"Sarilumab",259995,"Foreign body in orifice"
"DMARDs",103,"Sarilumab",196456,"Gallstone"
"DMARDs",103,"Sarilumab",4166231,"Genetic predisposition"
"DMARDs",103,"Sarilumab",434164,"Glycosuria"
"DMARDs",103,"Sarilumab",4163735,"Hemochromatosis"
"DMARDs",103,"Sarilumab",439871,"Hemospermia"
"DMARDs",103,"Sarilumab",4012570,"High risk sexual behavior"
"DMARDs",103,"Sarilumab",4058388,"Hypertrophic scar"
"DMARDs",103,"Sarilumab",435522,"Hypervitaminosis D"
"DMARDs",103,"Sarilumab",443236,"Hypnotic or anxiolytic dependence"
"DMARDs",103,"Sarilumab",4098604,"Hypomagnesemia"
"DMARDs",103,"Sarilumab",435371,"Hypothermia"
"DMARDs",103,"Sarilumab",443447,"Iatrogenic hypotension"
"DMARDs",103,"Sarilumab",374375,"Impacted cerumen"
"DMARDs",103,"Sarilumab",4344500,"Impingement syndrome of shoulder region"
"DMARDs",103,"Sarilumab",440382,"Learning difficulties"
"DMARDs",103,"Sarilumab",435516,"Lipoprotein deficiency disorder"
"DMARDs",103,"Sarilumab",438808,"Mammary duct ectasia"
"DMARDs",103,"Sarilumab",443585,"Abrasion and/or friction burn of multiple sites"
"DMARDs",103,"Sarilumab",4092879,"Absent kidney"
"DMARDs",103,"Sarilumab",44783954,"Acid reflux"
"DMARDs",103,"Sarilumab",433753,"Alcohol abuse"
"DMARDs",103,"Sarilumab",4155909,"Anesthesia of skin"
"DMARDs",103,"Sarilumab",438130,"Opioid abuse"
"DMARDs",103,"Sarilumab",378160,"Otorrhea"
"DMARDs",103,"Sarilumab",313601,"Oxygen supply absent"
"DMARDs",103,"Sarilumab",44782778,"Pain disorder with psychological factor"
"DMARDs",103,"Sarilumab",4091513,"Passing flatus"
"DMARDs",103,"Sarilumab",4022076,"Patient dependence on care provider"
"DMARDs",103,"Sarilumab",439971,"Poisoning by anticoagulant"
"DMARDs",103,"Sarilumab",441191,"Poisoning due to arthropod venom"
"DMARDs",103,"Sarilumab",4295261,"Postmenopausal state"
"DMARDs",103,"Sarilumab",198715,"Premature menopause"
"DMARDs",103,"Sarilumab",439081,"Premenstrual tension syndrome"
"DMARDs",103,"Sarilumab",46286594,"Problem related to lifestyle"
"DMARDs",103,"Sarilumab",199876,"Prolapse of female genital organs"
"DMARDs",103,"Sarilumab",4049367,"Psychologic conversion disorder"
"DMARDs",103,"Sarilumab",440068,"Psychosexual dysfunction"
"DMARDs",103,"Sarilumab",436246,"Reduced libido"
"DMARDs",103,"Sarilumab",73754,"Restless legs"
"DMARDs",103,"Sarilumab",4168212,"Restlessness and agitation"
"DMARDs",103,"Sarilumab",80811,"Rupture of extensor tendons of hand AND/OR wrist"
"DMARDs",103,"Sarilumab",81943,"Rupture of flexor tendons of hand AND/OR wrist"
"DMARDs",103,"Sarilumab",138821,"Seborrhea"
"DMARDs",103,"Sarilumab",4198492,"Shoulder joint unstable"
"DMARDs",103,"Sarilumab",25518,"Sickle cell trait"
"DMARDs",103,"Sarilumab",4176908,"Snapping thumb syndrome"
"DMARDs",103,"Sarilumab",4248728,"Snoring"
"DMARDs",103,"Sarilumab",138278,"Sprains and strains of joints and adjacent muscles"
"DMARDs",103,"Sarilumab",4008710,"Stenosis due to any device, implant AND/OR graft"
"DMARDs",103,"Sarilumab",40479573,"Stimulant abuse"
"DMARDs",103,"Sarilumab",40483172,"Stimulant dependence"
"DMARDs",103,"Sarilumab",440233,"Strain of supraspinatus muscle AND/OR tendon"
"DMARDs",103,"Sarilumab",4194160,"Thyroid function tests abnormal"
"DMARDs",103,"Sarilumab",4216708,"Urgent desire for stool"
"DMARDs",103,"Sarilumab",79873,"Urolith"
"DMARDs",103,"Sarilumab",4275889,"Visual hallucinations"
"DMARDs",103,"Sarilumab",4193634,"Worried"
"DMARDs",103,"Sarilumab",439082,"Menopausal syndrome"
"DMARDs",103,"Sarilumab",441553,"Myoclonus"
"DMARDs",103,"Sarilumab",4119307,"Neurogenic claudication"
"DMARDs",103,"Sarilumab",4209423,"Nicotine dependence"
"DMARDs",103,"Sarilumab",40304526,"Nocturia"
"DMARDs",101,"Tocilizumab",378256,"Abnormal reflex"
"DMARDs",101,"Tocilizumab",321689,"Apnea"
"DMARDs",101,"Tocilizumab",78200,"Benign mammary dysplasia"
"DMARDs",101,"Tocilizumab",4195873,"Breath smells unpleasant"
"DMARDs",101,"Tocilizumab",443792,"Calculus of bile duct"
"DMARDs",101,"Tocilizumab",434327,"Cannabis abuse"
"DMARDs",101,"Tocilizumab",197318,"Cholesterolosis of gallbladder"
"DMARDs",101,"Tocilizumab",432303,"Cocaine abuse"
"DMARDs",101,"Tocilizumab",439125,"Complete trisomy 21 syndrome"
"DMARDs",101,"Tocilizumab",433270,"Cord entanglement without compression"
"DMARDs",101,"Tocilizumab",4311591,"Cramp in limb"
"DMARDs",101,"Tocilizumab",441267,"Cystic fibrosis"
"DMARDs",101,"Tocilizumab",436233,"Delayed milestone"
"DMARDs",101,"Tocilizumab",40486120,"Delay in physiological development"
"DMARDs",101,"Tocilizumab",4114472,"Ear problem"
"DMARDs",101,"Tocilizumab",439791,"Emotional upset"
"DMARDs",101,"Tocilizumab",433527,"Endometriosis"
"DMARDs",101,"Tocilizumab",374801,"Foreign body in ear"
"DMARDs",101,"Tocilizumab",259995,"Foreign body in orifice"
"DMARDs",101,"Tocilizumab",196456,"Gallstone"
"DMARDs",101,"Tocilizumab",4166231,"Genetic predisposition"
"DMARDs",101,"Tocilizumab",434164,"Glycosuria"
"DMARDs",101,"Tocilizumab",4163735,"Hemochromatosis"
"DMARDs",101,"Tocilizumab",439871,"Hemospermia"
"DMARDs",101,"Tocilizumab",4012570,"High risk sexual behavior"
"DMARDs",101,"Tocilizumab",4058388,"Hypertrophic scar"
"DMARDs",101,"Tocilizumab",435522,"Hypervitaminosis D"
"DMARDs",101,"Tocilizumab",443236,"Hypnotic or anxiolytic dependence"
"DMARDs",101,"Tocilizumab",4098604,"Hypomagnesemia"
"DMARDs",101,"Tocilizumab",435371,"Hypothermia"
"DMARDs",101,"Tocilizumab",443447,"Iatrogenic hypotension"
"DMARDs",101,"Tocilizumab",374375,"Impacted cerumen"
"DMARDs",101,"Tocilizumab",4344500,"Impingement syndrome of shoulder region"
"DMARDs",101,"Tocilizumab",440382,"Learning difficulties"
"DMARDs",101,"Tocilizumab",435516,"Lipoprotein deficiency disorder"
"DMARDs",101,"Tocilizumab",438808,"Mammary duct ectasia"
"DMARDs",101,"Tocilizumab",443585,"Abrasion and/or friction burn of multiple sites"
"DMARDs",101,"Tocilizumab",4092879,"Absent kidney"
"DMARDs",101,"Tocilizumab",44783954,"Acid reflux"
"DMARDs",101,"Tocilizumab",433753,"Alcohol abuse"
"DMARDs",101,"Tocilizumab",4155909,"Anesthesia of skin"
"DMARDs",101,"Tocilizumab",438130,"Opioid abuse"
"DMARDs",101,"Tocilizumab",378160,"Otorrhea"
"DMARDs",101,"Tocilizumab",313601,"Oxygen supply absent"
"DMARDs",101,"Tocilizumab",44782778,"Pain disorder with psychological factor"
"DMARDs",101,"Tocilizumab",4091513,"Passing flatus"
"DMARDs",101,"Tocilizumab",4022076,"Patient dependence on care provider"
"DMARDs",101,"Tocilizumab",439971,"Poisoning by anticoagulant"
"DMARDs",101,"Tocilizumab",441191,"Poisoning due to arthropod venom"
"DMARDs",101,"Tocilizumab",4295261,"Postmenopausal state"
"DMARDs",101,"Tocilizumab",198715,"Premature menopause"
"DMARDs",101,"Tocilizumab",439081,"Premenstrual tension syndrome"
"DMARDs",101,"Tocilizumab",46286594,"Problem related to lifestyle"
"DMARDs",101,"Tocilizumab",199876,"Prolapse of female genital organs"
"DMARDs",101,"Tocilizumab",4049367,"Psychologic conversion disorder"
"DMARDs",101,"Tocilizumab",440068,"Psychosexual dysfunction"
"DMARDs",101,"Tocilizumab",436246,"Reduced libido"
"DMARDs",101,"Tocilizumab",73754,"Restless legs"
"DMARDs",101,"Tocilizumab",4168212,"Restlessness and agitation"
"DMARDs",101,"Tocilizumab",80811,"Rupture of extensor tendons of hand AND/OR wrist"
"DMARDs",101,"Tocilizumab",81943,"Rupture of flexor tendons of hand AND/OR wrist"
"DMARDs",101,"Tocilizumab",138821,"Seborrhea"
"DMARDs",101,"Tocilizumab",4198492,"Shoulder joint unstable"
"DMARDs",101,"Tocilizumab",25518,"Sickle cell trait"
"DMARDs",101,"Tocilizumab",4176908,"Snapping thumb syndrome"
"DMARDs",101,"Tocilizumab",4248728,"Snoring"
"DMARDs",101,"Tocilizumab",138278,"Sprains and strains of joints and adjacent muscles"
"DMARDs",101,"Tocilizumab",4008710,"Stenosis due to any device, implant AND/OR graft"
"DMARDs",101,"Tocilizumab",40479573,"Stimulant abuse"
"DMARDs",101,"Tocilizumab",40483172,"Stimulant dependence"
"DMARDs",101,"Tocilizumab",440233,"Strain of supraspinatus muscle AND/OR tendon"
"DMARDs",101,"Tocilizumab",4194160,"Thyroid function tests abnormal"
"DMARDs",101,"Tocilizumab",4216708,"Urgent desire for stool"
"DMARDs",101,"Tocilizumab",79873,"Urolith"
"DMARDs",101,"Tocilizumab",4275889,"Visual hallucinations"
"DMARDs",101,"Tocilizumab",4193634,"Worried"
"DMARDs",101,"Tocilizumab",439082,"Menopausal syndrome"
"DMARDs",101,"Tocilizumab",441553,"Myoclonus"
"DMARDs",101,"Tocilizumab",4119307,"Neurogenic claudication"
"DMARDs",101,"Tocilizumab",4209423,"Nicotine dependence"
"DMARDs",101,"Tocilizumab",40304526,"Nocturia"
"DMARDs",85,"Hydroxychloroquine",378256,"Abnormal reflex"
"DMARDs",85,"Hydroxychloroquine",321689,"Apnea"
"DMARDs",85,"Hydroxychloroquine",78200,"Benign mammary dysplasia"
"DMARDs",85,"Hydroxychloroquine",4195873,"Breath smells unpleasant"
"DMARDs",85,"Hydroxychloroquine",443792,"Calculus of bile duct"
"DMARDs",85,"Hydroxychloroquine",434327,"Cannabis abuse"
"DMARDs",85,"Hydroxychloroquine",197318,"Cholesterolosis of gallbladder"
"DMARDs",85,"Hydroxychloroquine",432303,"Cocaine abuse"
"DMARDs",85,"Hydroxychloroquine",439125,"Complete trisomy 21 syndrome"
"DMARDs",85,"Hydroxychloroquine",433270,"Cord entanglement without compression"
"DMARDs",85,"Hydroxychloroquine",4311591,"Cramp in limb"
"DMARDs",85,"Hydroxychloroquine",441267,"Cystic fibrosis"
"DMARDs",85,"Hydroxychloroquine",436233,"Delayed milestone"
"DMARDs",85,"Hydroxychloroquine",40486120,"Delay in physiological development"
"DMARDs",85,"Hydroxychloroquine",4114472,"Ear problem"
"DMARDs",85,"Hydroxychloroquine",439791,"Emotional upset"
"DMARDs",85,"Hydroxychloroquine",433527,"Endometriosis"
"DMARDs",85,"Hydroxychloroquine",374801,"Foreign body in ear"
"DMARDs",85,"Hydroxychloroquine",259995,"Foreign body in orifice"
"DMARDs",85,"Hydroxychloroquine",196456,"Gallstone"
"DMARDs",85,"Hydroxychloroquine",4166231,"Genetic predisposition"
"DMARDs",85,"Hydroxychloroquine",434164,"Glycosuria"
"DMARDs",85,"Hydroxychloroquine",4163735,"Hemochromatosis"
"DMARDs",85,"Hydroxychloroquine",439871,"Hemospermia"
"DMARDs",85,"Hydroxychloroquine",4012570,"High risk sexual behavior"
"DMARDs",85,"Hydroxychloroquine",4058388,"Hypertrophic scar"
"DMARDs",85,"Hydroxychloroquine",435522,"Hypervitaminosis D"
"DMARDs",85,"Hydroxychloroquine",443236,"Hypnotic or anxiolytic dependence"
"DMARDs",85,"Hydroxychloroquine",4098604,"Hypomagnesemia"
"DMARDs",85,"Hydroxychloroquine",435371,"Hypothermia"
"DMARDs",85,"Hydroxychloroquine",443447,"Iatrogenic hypotension"
"DMARDs",85,"Hydroxychloroquine",374375,"Impacted cerumen"
"DMARDs",85,"Hydroxychloroquine",4344500,"Impingement syndrome of shoulder region"
"DMARDs",85,"Hydroxychloroquine",440382,"Learning difficulties"
"DMARDs",85,"Hydroxychloroquine",435516,"Lipoprotein deficiency disorder"
"DMARDs",85,"Hydroxychloroquine",438808,"Mammary duct ectasia"
"DMARDs",85,"Hydroxychloroquine",443585,"Abrasion and/or friction burn of multiple sites"
"DMARDs",85,"Hydroxychloroquine",4092879,"Absent kidney"
"DMARDs",85,"Hydroxychloroquine",44783954,"Acid reflux"
"DMARDs",85,"Hydroxychloroquine",433753,"Alcohol abuse"
"DMARDs",85,"Hydroxychloroquine",4155909,"Anesthesia of skin"
"DMARDs",85,"Hydroxychloroquine",438130,"Opioid abuse"
"DMARDs",85,"Hydroxychloroquine",378160,"Otorrhea"
"DMARDs",85,"Hydroxychloroquine",313601,"Oxygen supply absent"
"DMARDs",85,"Hydroxychloroquine",44782778,"Pain disorder with psychological factor"
"DMARDs",85,"Hydroxychloroquine",4091513,"Passing flatus"
"DMARDs",85,"Hydroxychloroquine",4022076,"Patient dependence on care provider"
"DMARDs",85,"Hydroxychloroquine",439971,"Poisoning by anticoagulant"
"DMARDs",85,"Hydroxychloroquine",441191,"Poisoning due to arthropod venom"
"DMARDs",85,"Hydroxychloroquine",4295261,"Postmenopausal state"
"DMARDs",85,"Hydroxychloroquine",198715,"Premature menopause"
"DMARDs",85,"Hydroxychloroquine",439081,"Premenstrual tension syndrome"
"DMARDs",85,"Hydroxychloroquine",46286594,"Problem related to lifestyle"
"DMARDs",85,"Hydroxychloroquine",199876,"Prolapse of female genital organs"
"DMARDs",85,"Hydroxychloroquine",4049367,"Psychologic conversion disorder"
"DMARDs",85,"Hydroxychloroquine",440068,"Psychosexual dysfunction"
"DMARDs",85,"Hydroxychloroquine",436246,"Reduced libido"
"DMARDs",85,"Hydroxychloroquine",73754,"Restless legs"
"DMARDs",85,"Hydroxychloroquine",4168212,"Restlessness and agitation"
"DMARDs",85,"Hydroxychloroquine",80811,"Rupture of extensor tendons of hand AND/OR wrist"
"DMARDs",85,"Hydroxychloroquine",81943,"Rupture of flexor tendons of hand AND/OR wrist"
"DMARDs",85,"Hydroxychloroquine",138821,"Seborrhea"
"DMARDs",85,"Hydroxychloroquine",4198492,"Shoulder joint unstable"
"DMARDs",85,"Hydroxychloroquine",25518,"Sickle cell trait"
"DMARDs",85,"Hydroxychloroquine",4176908,"Snapping thumb syndrome"
"DMARDs",85,"Hydroxychloroquine",4248728,"Snoring"
"DMARDs",85,"Hydroxychloroquine",138278,"Sprains and strains of joints and adjacent muscles"
"DMARDs",85,"Hydroxychloroquine",4008710,"Stenosis due to any device, implant AND/OR graft"
"DMARDs",85,"Hydroxychloroquine",40479573,"Stimulant abuse"
"DMARDs",85,"Hydroxychloroquine",40483172,"Stimulant dependence"
"DMARDs",85,"Hydroxychloroquine",440233,"Strain of supraspinatus muscle AND/OR tendon"
"DMARDs",85,"Hydroxychloroquine",4194160,"Thyroid function tests abnormal"
"DMARDs",85,"Hydroxychloroquine",4216708,"Urgent desire for stool"
"DMARDs",85,"Hydroxychloroquine",79873,"Urolith"
"DMARDs",85,"Hydroxychloroquine",4275889,"Visual hallucinations"
"DMARDs",85,"Hydroxychloroquine",4193634,"Worried"
"DMARDs",85,"Hydroxychloroquine",439082,"Menopausal syndrome"
"DMARDs",85,"Hydroxychloroquine",441553,"Myoclonus"
"DMARDs",85,"Hydroxychloroquine",4119307,"Neurogenic claudication"
"DMARDs",85,"Hydroxychloroquine",4209423,"Nicotine dependence"
"DMARDs",85,"Hydroxychloroquine",40304526,"Nocturia"
